Date,Close
2004-01-02,0.11578887
2004-01-05,0.11477743
2004-01-06,0.11552825
2004-01-07,0.11447919
2004-01-08,0.115056396
2004-01-09,0.116748
2004-01-12,0.11547221
2004-01-13,0.1164363
2004-01-14,0.11398811
2004-01-15,0.11386752
2004-01-16,0.11539722
2004-01-19,0.114496455
2004-01-20,0.11258309
2004-01-21,0.11385563
2004-01-22,0.113733545
2004-01-23,0.11261502
2004-01-26,0.11259074
2004-01-27,0.11288079
2004-01-28,0.11216218
2004-01-29,0.11374665
2004-01-30,0.113657825
2004-02-02,0.11368745
2004-02-03,0.1148811
2004-02-04,0.11512338
2004-02-05,0.113663055
2004-02-06,0.11509528
2004-02-09,0.114852
2004-02-10,0.11525287
2004-02-11,0.11561508
2004-02-12,0.11578283
2004-02-13,0.11570325
2004-02-16,0.11470803
2004-02-17,0.11609375
2004-02-18,0.11458361
2004-02-19,0.1147032
2004-02-20,0.11364613
2004-02-23,0.11376408
2004-02-24,0.11347542
2004-02-25,0.113694385
2004-02-26,0.11293295
2004-02-27,0.114255555
2004-03-01,0.11409074
2004-03-02,0.11319168
2004-03-03,0.11448912
2004-03-04,0.11388258
2004-03-05,0.114267655
2004-03-08,0.11401815
2004-03-09,0.113343336
2004-03-10,0.11335675
2004-03-11,0.11506886
2004-03-12,0.11374143
2004-03-15,0.11452263
2004-03-16,0.11461632
2004-03-17,0.11440075
2004-03-18,0.11564494
2004-03-19,0.11433
2004-03-22,0.1150926
2004-03-23,0.114976145
2004-03-24,0.11310388
2004-03-25,0.11267891
2004-03-26,0.11259038
2004-03-29,0.113311104
2004-03-30,0.11354805
2004-03-31,0.11476243
2004-04-01,0.11521039
2004-04-02,0.1127352
2004-04-05,0.111490734
2004-04-06,0.11256782
2004-04-07,0.115130134
2004-04-08,0.11486381
2004-04-13,0.11623854
2004-04-14,0.11465535
2004-04-15,0.115176335
2004-04-16,0.11403672
2004-04-19,0.11441777
2004-04-20,0.114117615
2004-04-21,0.114603624
2004-04-22,0.11479487
